Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
II2302218,2/12/2023,23:12,2/12/2023,12:00,"700 S 4th St, Champaign, IL 61820, USA",OBSTRUCTING,ARREST
,,,,,,IDENTIFICATION,
II2302218,2/12/2023,23:12,2/12/2023,12:00,"700 S 4th St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2302212,2/13/2023,4:09,2/13/2023,4:09,"810 S Wright St, Urbana, IL 61801, USA",BATTERY,PENDING
II2302224,2/13/2023,11:17,12/18/2023,0:01,"614 E Daniel St, Champaign, IL 61820, USA",THEFT OVER $500,PENDING
II2302225,2/13/2023,11:23,2/13/2023,11:23,"E Springfield Ave & S Wright St, Champaign, IL",BREATH ALCOHOL OVER,ARREST
,,,,,"61820, USA",LIMIT,
II2302225,2/13/2023,11:23,2/13/2023,11:23,"E Springfield Ave & S Wright St, Champaign, IL",DRIVING UNDER THE,ARREST
,,,,,"61820, USA",INFL-ALCOHOL,
II2302225,2/13/2023,11:23,2/13/2023,11:23,"E Springfield Ave & S Wright St, Champaign, IL",ILLEGAL TRANSPORTATION,ARREST
,,,,,"61820, USA",OF LIQUOR,
II2302225,2/13/2023,11:23,2/13/2023,11:23,"E Springfield Ave & S Wright St, Champaign, IL",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,"61820, USA",DEPT,
II2302237,2/13/2023,16:31,2/13/2023,16:21,"300 E Green St, Urbana, IL 61802, USA",BURGLARY,ARREST
II2302237,2/13/2023,16:31,2/13/2023,16:21,"300 E Green St, Urbana, IL 61802, USA",TRESPASS-RESIDENCE,ARREST
II2302237,2/13/2023,16:31,2/13/2023,16:21,"300 E Green St, Urbana, IL 61802, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2302247,2/13/2023,19:01,2/13/2023,19:00,"400 E Healey St, Champaign, IL 61820, USA",TRESPASS-RESIDENCE,ARREST
II2302247,2/13/2023,19:01,2/13/2023,19:00,"400 E Healey St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
,Reported,Reported,Occurred,Occurred,,,
II2302247,2/13/2023,19:01,2/13/2023,19:00,"400 E Healey St, Champaign, IL 61820, USA",RESIST/OBS,ARREST
,,,,,,CORRECT/POLICE/FIRE,
CSA23-022,2/14/2023,9:40,2/2/2023,12:00,"Champaign, IL, USA",STALKING,ADMIN CLOSED
II2302314,2/14/2023,11:17,12/16/2023,14:00,"502 E Healey St, Champaign, IL 61820, USA",THEFT $500 AND UNDER,PENDING
II2302224,2/13/2023,11:17,12/18/2023,0:01,"614 E Daniel St, Champaign, IL 61820, USA",THEFT,PENDING
II2302303,2/14/2023,16:50,2/5/2023,13:00,"Wardall Hall, 1012 W Illinois St, Urbana, IL",MOTOR VEHICLE THEFT,PENDING
,,,,,"61801, USA",,
II2302341,2/15/2023,4:43,2/15/2023,4:43,"11 Airport Rd, Savoy, IL 61874, USA",ASSIST AGENCY,ADMIN CLOSED
II2302365,2/15/2023,18:24,2/15/2023,18:00,"201 E Peabody Dr, Champaign, IL 61820, USA",THEFT,PENDING
00562-2023,2/16/2023,7:59,1/30/2023,7:00,"1012 W Illinois St, Urbana, IL 61801, USA",CRIMINAL DAMAGE,ADMIN CLOSED
00576-2023,2/16/2023,8:14,2/10/2023,22:43,"206 E Peabody Dr, Champaign, IL 61820, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
00586-2023,2/16/2023,8:25,2/11/2023,1:00,"1401 W Green St, Urbana, IL 61801, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
00595-2023,2/16/2023,8:40,2/12/2023,1:27,"902 W College Ct, Urbana, IL 61801, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
00607-2023,2/16/2023,8:48,2/11/2023,1:30,"1010 W Illinois St, Urbana, IL 61801, USA",THEFT,ADMIN CLOSED
00636-2023,2/16/2023,9:22,2/15/2023,23:18,"206 E Peabody Dr, Champaign, IL 61820, USA",CRIMINAL DAMAGE,ADMIN CLOSED
CSA23-023,2/16/2023,11:08,1/22/2023,13:49,"1010 W Illinois St, Urbana, IL 61801, USA",STALKING/DOMESTIC,ADMIN CLOSED
II2302409,2/16/2023,11:13,2/15/2023,13:00,"Thomas M. Siebel Center for Computer Science,",THEFT $500 AND UNDER,PENDING
,,,,,"201 N Goodwin Ave, Urbana, IL 61801, USA",,
CSA23-026,2/17/2023,9:18,1/21/2023,10:21,"1010 W Illinois St, Urbana, IL 61801, USA",STALKING/DOMESTIC,ADMIN CLOSED
